"","id","member_id","loan_amnt","funded_amnt","funded_amnt_inv","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","verification_status","issue_d","loan_status","pymnt_plan","url","desc","purpose","title","zip_code","addr_state","dti","delinq_2yrs","earliest_cr_line","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","open_acc","pub_rec","revol_bal","revol_util","total_acc","initial_list_status","out_prncp","out_prncp_inv","total_pymnt","total_pymnt_inv","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","last_pymnt_d","last_pymnt_amnt","next_pymnt_d","last_credit_pull_d","collections_12_mths_ex_med","mths_since_last_major_derog","policy_code","application_type","annual_inc_joint","dti_joint","verification_status_joint","acc_now_delinq","tot_coll_amt","tot_cur_bal","open_acc_6m","open_act_il","open_il_12m","open_il_24m","mths_since_rcnt_il","total_bal_il","il_util","open_rv_12m","open_rv_24m","max_bal_bc","all_util","total_rev_hi_lim","inq_fi","total_cu_tl","inq_last_12m","acc_open_past_24mths","avg_cur_bal","bc_open_to_buy","bc_util","chargeoff_within_12_mths","delinq_amnt","mo_sin_old_il_acct","mo_sin_old_rev_tl_op","mo_sin_rcnt_rev_tl_op","mo_sin_rcnt_tl","mort_acc","mths_since_recent_bc","mths_since_recent_bc_dlq","mths_since_recent_inq","mths_since_recent_revol_delinq","num_accts_ever_120_pd","num_actv_bc_tl","num_actv_rev_tl","num_bc_sats","num_bc_tl","num_il_tl","num_op_rev_tl","num_rev_accts","num_rev_tl_bal_gt_0","num_sats","num_tl_120dpd_2m","num_tl_30dpd","num_tl_90g_dpd_24m","num_tl_op_past_12m","pct_tl_nvr_dlq","percent_bc_gt_75","pub_rec_bankruptcies","tax_liens","tot_hi_cred_lim","total_bal_ex_mort","total_bc_limit","total_il_high_credit_limit","revol_bal_joint","sec_app_earliest_cr_line","sec_app_inq_last_6mths","sec_app_mort_acc","sec_app_open_acc","sec_app_revol_util","sec_app_open_act_il","sec_app_num_rev_accts","sec_app_chargeoff_within_12_mths","sec_app_collections_12_mths_ex_med","sec_app_mths_since_last_major_derog","hardship_flag","hardship_type","hardship_reason","hardship_status","deferral_term","hardship_amount","hardship_start_date","hardship_end_date","payment_plan_start_date","hardship_length","hardship_dpd","hardship_loan_status","orig_projected_additional_accrued_interest","hardship_payoff_balance_amount","hardship_last_payment_amount","debt_settlement_flag","debt_settlement_flag_date","settlement_status","settlement_date","settlement_amount","settlement_percentage","settlement_term"
"371168","",NA,10000,10000,10000," 36 months","  6.68%",307.31,"A","A3","vice president-partner","3 years","RENT",54000,"Verified","Feb-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","275xx","NC",22.4,0,"May-1992",0,48,NA,7,0,6690,"54%",45,"f",0,0,11022.0193269446,11022.02,10000,1022.02,0,0,0,"Aug-2017",2117.45,"","Jan-2019",0,48,1,"Individual",NA,NA,"",0,0,42208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12400,NA,NA,NA,5,6030,4138,58.6,0,0,145,273,15,4,7,18,NA,8,48,2,3,5,3,11,15,5,22,5,7,0,0,0,1,91.9,66.7,0,0,56380,42208,10000,43980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"110919","",NA,4000,4000,4000," 36 months"," 12.69%",134.18,"C","C2","Writer","3 years","RENT",35000,"Source Verified","Oct-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","346xx","FL",30.86,0,"Dec-2004",0,NA,NA,9,0,24321,"57.9%",15,"f",0,0,4822.1370935938,4822.14,4000,822.14,0,0,0,"Sep-2018",267.07,"","Sep-2018",0,NA,1,"Individual",NA,NA,"",0,0,49781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42000,NA,NA,NA,5,5531,9679,71.5,0,0,108,130,7,7,0,7,NA,16,NA,0,4,4,4,7,5,6,10,4,9,0,0,0,1,100,50,0,0,76493,49781,34000,34493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"16101","",NA,15000,15000,15000," 60 months","  8.38%",306.89,"B","B1","HR Manager","7 years","OWN",55000,"Not Verified","Dec-2015","Current","n",NA,"","credit_card","Credit card refinancing","330xx","FL",23.52,0,"May-2005",0,NA,NA,17,0,12723,"28.3%",28,"w",4910.61,4910.61,13068.52,13068.52,10089.39,2979.13,0,0,0,"May-2019",306.89,"Jun-2019","May-2019",0,NA,1,"Individual",NA,NA,"",0,0,100595,0,8,1,1,11,87872,95,0,0,7640,73,45000,1,0,1,1,6706,32277,28.3,0,0,91,127,40,11,0,54,NA,11,NA,0,5,5,7,13,9,9,19,5,17,0,0,0,1,100,0,0,0,137119,100595,45000,92119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"63250","",NA,18200,18200,18200," 36 months","  6.24%",555.67,"A","A2","Emergency Management Coordinator","3 years","MORTGAGE",74000,"Not Verified","Nov-2015","Fully Paid","n",NA,"","home_improvement","Home improvement","165xx","PA",29.57,1,"Nov-1975",0,16,NA,19,0,18132,"32.2%",41,"w",0,0,19991.127627885,19991.13,18200,1791.13,0,0,0,"Nov-2018",555.3,"","May-2019",0,NA,1,"Individual",NA,NA,"",0,0,200982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56300,NA,NA,NA,5,10578,26804,39.8,0,0,172,480,18,2,8,18,NA,10,16,0,3,4,6,12,13,11,20,4,19,0,0,0,2,90.2,33.3,0,0,295908,102192,44500,131408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"232924","",NA,25000,25000,24975," 60 months"," 14.65%",590.17,"C","C5","it manager","5 years","MORTGAGE",90000,"Verified","Jul-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","286xx","NC",0.6,0,"Feb-1999",1,26,NA,12,0,1778,"15.6%",29,"f",0,0,30425.7675904606,30395.34,25000,5425.77,0,0,0,"Mar-2017",19232.89,"","May-2019",0,NA,1,"Individual",NA,NA,"",0,0,98323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11400,NA,NA,NA,4,19665,9122,16.3,0,0,102,196,16,14,3,16,71,2,71,0,1,1,10,18,6,11,20,1,12,0,0,0,0,92.9,0,0,0,110675,1778,10900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"379894","",NA,10000,10000,10000," 36 months","  6.49%",306.45,"A","A2","","n/a","MORTGAGE",95000,"Verified","Feb-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","776xx","TX",15.85,0,"Dec-1978",0,28,NA,13,0,29886,"41.9%",30,"w",0,0,10977.6623995667,10977.66,10000,977.66,0,0,0,"Jan-2018",231.97,"","Apr-2018",0,28,1,"Individual",NA,NA,"",0,0,119290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71400,NA,NA,NA,2,9941,29560,50.2,0,0,150,434,21,15,1,140,NA,14,28,0,4,5,5,12,10,10,19,5,13,0,0,0,0,96.7,20,0,0,196694,48340,59400,35177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"140924","",NA,25000,25000,25000," 60 months","  9.99%",531.06,"B","B3","account manager ","10+ years","MORTGAGE",60000,"Not Verified","Sep-2015","Current","n",NA,"","credit_card","Credit card refinancing","550xx","MN",26.44,0,"Sep-1996",1,NA,NA,9,0,32819,"57.6%",24,"f",7924.1,7924.1,23374.41,23374.41,17075.9,6298.51,0,0,0,"May-2019",531.06,"Jun-2019","May-2019",0,NA,1,"Individual",NA,NA,"",0,0,173366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57000,NA,NA,NA,2,19263,22497,55.4,0,0,171,228,15,15,3,21,NA,0,NA,0,4,6,4,9,9,6,12,6,9,0,0,0,0,100,50,0,0,233261,49075,50400,38797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"284613","",NA,20000,20000,20000," 36 months"," 12.69%",670.9,"C","C2","office assistant","10+ years","MORTGAGE",72000,"Source Verified","May-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","184xx","PA",25.97,1,"Jan-1993",1,7,34,16,7,23343,"62.9%",46,"f",0,0,24086.088436285,24086.09,20000,4086.09,0,0,0,"Jan-2018",3937.46,"","May-2019",0,34,1,"Individual",NA,NA,"",0,69,105505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37100,NA,NA,NA,4,6594,3445,84.5,0,0,144,268,2,2,3,2,58,2,7,1,5,11,6,19,7,13,35,11,16,0,0,0,2,91.3,50,0,7,258756,41927,22200,15000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"130277","",NA,12300,12300,12300," 60 months"," 12.29%",275.42,"C","C1","kitchen designer-sales","10+ years","MORTGAGE",33900,"Source Verified","Sep-2015","Current","n",NA,"","debt_consolidation","Debt consolidation","853xx","AZ",10.48,0,"Jun-1990",0,NA,NA,8,0,9773,"52.8%",16,"f",4045.05,4045.05,12110.08,12110.08,8254.95,3855.13,0,0,0,"May-2019",275.42,"Jun-2019","May-2019",0,NA,1,"Individual",NA,NA,"",0,511,137144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18500,NA,NA,NA,5,19592,4576,54.2,0,0,NA,303,1,1,5,33,NA,19,NA,0,1,3,3,6,0,7,11,3,8,0,0,0,1,100,33.3,0,0,148625,9773,10000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"220783","",NA,15600,15600,15600," 60 months"," 20.99%",421.95,"E","E5","Credit analyst I","1 year","RENT",54000,"Source Verified","Jul-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","958xx","CA",11.91,0,"Aug-2007",0,NA,NA,12,0,11675,"32.2%",14,"w",0,0,16151.97,16151.97,15600,551.97,0,0,0,"Aug-2015",16170.16,"","Sep-2015",0,NA,1,"Individual",NA,NA,"",0,0,30703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36300,NA,NA,NA,7,2559,18716,38.2,0,0,37,94,0,0,0,0,NA,8,NA,0,5,6,6,6,3,10,11,6,12,0,0,0,6,100,0,0,0,56403,30703,30300,20103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"44888","",NA,1500,1500,1500," 36 months","  7.89%",46.93,"A","A5","Records Clerk","10+ years","MORTGAGE",40000,"Source Verified","Nov-2015","Fully Paid","n",NA,"","home_improvement","Home improvement","900xx","CA",15.35,0,"Apr-1997",0,27,NA,7,0,2089,"24.6%",21,"w",0,0,1677.5423615402,1677.54,1500,177.54,0,0,0,"Oct-2018",27.91,"","Apr-2019",0,37,1,"Individual",NA,NA,"",0,0,297304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8500,NA,NA,NA,2,42472,2268,24.4,0,0,105,223,6,6,2,9,37,NA,37,2,1,4,1,5,4,4,15,4,7,0,0,0,2,76.2,0,0,0,356265,5425,3000,6804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"349680","",NA,24000,24000,24000," 60 months"," 12.29%",537.4,"C","C1","Logistics Planning","10+ years","MORTGAGE",75000,"Verified","Mar-2015","Fully Paid","n",NA,"","home_improvement","Home improvement","296xx","SC",1.47,0,"Sep-1994",0,70,NA,5,0,4287,"29.6%",13,"w",0,0,29719.8943168352,29719.89,24000,5719.89,0,0,0,"Jul-2017",15226.48,"","Aug-2017",0,70,1,"Individual",NA,NA,"",0,0,368628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14500,NA,NA,NA,4,73726,10213,29.6,0,0,246,181,4,4,4,4,NA,12,NA,1,2,2,3,4,4,3,5,2,5,0,0,0,2,92.3,0,0,0,399069,4287,14500,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"366702","",NA,15200,15200,15200," 36 months"," 16.55%",538.53,"D","D2","Executive Assistant ","1 year","RENT",68000,"Not Verified","Feb-2015","Fully Paid","n",NA,"","credit_card","Credit card refinancing","111xx","NY",16.57,0,"Mar-2003",1,NA,NA,23,0,15494,"96.2%",54,"f",0,0,15891.73,15891.73,15200,691.73,0,0,0,"May-2015",14842.62,"","Aug-2018",0,NA,1,"Individual",NA,NA,"",0,0,208971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16100,NA,NA,NA,2,9086,606,96.2,0,0,129,143,5,5,0,5,NA,6,NA,0,4,4,4,8,41,4,12,4,23,0,0,0,1,100,100,0,0,178418,208971,16100,162318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"371026","",NA,24925,24925,24925," 60 months"," 25.89%",744.65,"G","G3","fork lift","10+ years","MORTGAGE",52000,"Verified","Feb-2015","Fully Paid","n",NA,"","other","Other","544xx","WI",13.64,0,"Feb-1998",2,58,73,8,1,8080,"72.1%",29,"w",0,0,40235.916532537,40235.92,24925,15310.92,0,0,0,"Dec-2017",15698.32,"","Jan-2018",0,58,1,"Individual",NA,NA,"",0,0,106268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11200,NA,NA,NA,9,15181,3120,72.1,0,0,132,204,13,3,2,13,58,1,58,1,2,2,4,11,14,4,11,2,8,0,0,0,3,96.6,66.7,0,0,116361,22603,11200,15344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"110057","",NA,12000,12000,12000," 36 months","  9.17%",382.55,"B","B2","Teacher","8 years","RENT",41000,"Not Verified","Oct-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","331xx","FL",13.5,0,"Sep-2005",0,81,NA,9,0,10900,"44%",20,"w",0,0,13102.9490433889,13102.95,12000,1102.95,0,0,0,"Dec-2016",8129.62,"","Dec-2016",0,NA,1,"Individual",NA,NA,"",0,0,17803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24800,NA,NA,NA,1,2543,10700,50.5,0,0,28,121,12,12,0,12,NA,NA,81,0,3,3,4,8,1,8,19,3,9,0,0,0,1,95,25,0,0,36253,17803,21600,11453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"169760","",NA,16350,16350,16350," 36 months","  7.26%",506.79,"A","A4","customer service","10+ years","MORTGAGE",125000,"Not Verified","Aug-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","078xx","NJ",10.52,2,"May-1984",0,6,NA,16,0,32992,"30.6%",24,"w",0,0,18231.106816636,18231.11,16350,1881.11,0,0,0,"Aug-2018",506.65,"","Aug-2018",0,NA,1,"Individual",NA,NA,"",0,0,247912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107800,NA,NA,NA,9,15495,59308,35.7,0,0,16,375,7,7,1,18,NA,7,6,0,5,5,8,15,2,14,21,5,16,0,0,0,1,91.7,12.5,0,0,351183,47931,92300,23383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"50061","",NA,22400,22400,22375," 36 months"," 13.67%",762,"C","C4","RN assessment coordinator","10+ years","MORTGAGE",72000,"Source Verified","Nov-2015","Fully Paid","n",NA,"","credit_card","Credit card refinancing","575xx","SD",28.48,0,"Jan-2001",3,47,52,22,1,17078,"59.9%",40,"w",0,0,26966.4465845739,26936.35,22400,4566.45,0,0,0,"Jan-2018",7933.46,"","Mar-2019",0,NA,1,"Individual",NA,NA,"",0,1149,159535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28500,NA,NA,NA,15,7597,5549,55.6,0,0,140,178,2,2,2,2,NA,4,47,0,4,10,6,7,17,17,20,10,22,0,0,0,8,95,16.7,0,0,200611,48537,12500,48804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"163543","",NA,22500,22500,22500," 60 months"," 19.99%",595.99,"E","E4","Officer","10+ years","RENT",88000,"Not Verified","Aug-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","236xx","VA",18.55,0,"Nov-1991",3,26,NA,16,0,3888,"37%",32,"w",0,0,22699.9,22699.9,22500,199.9,0,0,0,"Sep-2015",22749.88,"","Feb-2019",0,31,1,"Individual",NA,NA,"",0,347,216235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10500,NA,NA,NA,13,13515,5923,37.7,0,0,145,285,3,3,2,4,NA,3,45,1,1,2,3,4,21,4,9,2,16,0,0,0,5,87.5,0,0,0,265358,141972,9500,153408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"380184","",NA,16825,16825,16825," 36 months"," 22.99%",651.21,"F","F1","Fabricator","2 years","RENT",47000,"Verified","Feb-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","113xx","NY",21.22,0,"Dec-1995",0,NA,NA,6,0,15455,"99.1%",9,"f",0,0,23339.3266614574,23339.33,16825,6514.33,0,0,0,"Feb-2018",650.89,"","May-2019",0,NA,1,"Individual",NA,NA,"",0,0,24822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15600,NA,NA,NA,5,4137,115,99.2,0,0,123,229,10,9,0,10,NA,9,NA,0,3,4,3,5,2,4,6,4,6,0,0,0,2,100,66.7,0,0,38729,24822,13800,11628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"89169","",NA,4350,4350,4350," 36 months"," 15.61%",152.1,"D","D1","superviser","7 years","RENT",70000,"Verified","Oct-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","898xx","NV",11.85,0,"Jul-2006",0,NA,67,3,1,2052,"62.2%",4,"f",0,0,4946.3700000227,4946.37,4350,596.37,0,0,0,"Oct-2016",3277.04,"","Jun-2018",0,NA,1,"Individual",NA,NA,"",0,0,36207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3300,NA,NA,NA,3,12069,1248,62.2,0,0,111,19,10,10,0,10,NA,0,NA,0,2,2,2,2,2,2,2,2,3,0,0,0,1,100,50,0,1,44335,36207,3300,41035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"157775","",NA,30000,30000,30000," 60 months"," 18.55%",770.81,"E","E2","HR Project Manager","10+ years","RENT",77400,"Verified","Sep-2015","Charged Off","n",NA,"","other","Other","113xx","NY",17.52,0,"Mar-1996",2,NA,NA,15,0,25391,"73.6%",25,"w",0,0,17738.3,17738.3,6721.52,7892.95,0,3123.83,562.2894,"Apr-2017",770.81,"","Oct-2017",0,NA,1,"Individual",NA,NA,"",0,0,32543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34500,NA,NA,NA,7,2170,1883,90,0,0,25,233,0,0,0,11,NA,0,NA,0,4,9,5,10,1,14,24,9,15,0,0,0,4,100,80,0,0,45100,32543,18900,10600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"50402","",NA,35000,35000,35000," 36 months"," 14.33%",1201.84,"C","C5","Real Estate Broker","10+ years","MORTGAGE",150000,"Source Verified","Nov-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","432xx","OH",10.75,0,"Feb-1993",1,42,NA,10,0,30439,"79.3%",41,"w",0,0,40014.043050978,40014.04,35000,5014.04,0,0,0,"Jan-2017",25480.51,"","Jan-2017",0,NA,1,"Individual",NA,NA,"",0,0,57400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38400,NA,NA,NA,7,5740,1179,94.6,0,0,197,273,1,1,0,57,NA,1,42,0,3,6,3,17,7,8,33,7,10,0,0,0,5,95,66.7,0,0,66357,57400,21700,23383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"110649","",NA,7000,7000,7000," 36 months"," 12.29%",233.48,"C","C1","asst executive director/ financial manag","10+ years","RENT",59800,"Verified","Oct-2015","Charged Off","n",NA,"","other","Other","207xx","MD",36.85,3,"Dec-2000",0,1,57,10,1,8154,"41.6%",16,"f",0,0,1633.12,1633.12,995.93,395.39,0,241.8,43.5239999953,"Apr-2016",233.48,"","Jul-2018",0,NA,1,"Individual",NA,NA,"",1,0,60314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19600,NA,NA,NA,3,6031,1547,77.9,0,84,178,80,28,14,0,28,1,11,1,0,3,5,2,4,10,5,6,5,9,0,1,0,0,81.2,66.7,0,1,96279,60314,7000,76679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"352181","",NA,35000,35000,35000," 60 months"," 16.99%",869.66,"D","D3","Auto Estimator","10+ years","MORTGAGE",76550,"Verified","Mar-2015","Current","n",NA,"","credit_card","Credit card refinancing","160xx","PA",38.06,1,"Jan-1995",0,2,NA,21,0,31239,"32.4%",38,"f",8055.39,8055.39,43449.96,43449.96,26944.61,16505.35,0,0,0,"May-2019",869.66,"Jun-2019","May-2019",0,NA,1,"Individual",NA,NA,"",0,0,224013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96500,NA,NA,NA,5,12445,45464,39.9,0,0,140,242,12,12,2,12,NA,17,NA,0,7,9,8,16,7,17,28,9,21,0,0,0,1,97.4,0,0,0,318296,156106,75600,140805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"173617","",NA,5000,5000,5000," 36 months","  7.89%",156.43,"A","A5","Graphic Designer","4 years","RENT",33000,"Source Verified","Aug-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","189xx","PA",14.76,1,"Aug-2001",1,8,NA,19,0,7384,"18%",40,"w",0,0,5628.1049334521,5628.1,5000,628.1,0,0,0,"Aug-2018",156.82,"","May-2019",0,NA,1,"Individual",NA,NA,"",0,200,10911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41100,NA,NA,NA,6,574,31034,18.5,0,0,166,168,3,3,0,8,8,1,8,0,10,12,16,21,11,18,29,12,19,0,0,0,3,97.5,0,0,0,47348,10911,38100,6248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"409432","",NA,5225,5225,5225," 36 months"," 11.99%",173.52,"B","B5","Accounting Assistant","1 year","MORTGAGE",24000,"Not Verified","Jan-2015","Fully Paid","n",NA,"","car","Car financing","421xx","KY",17.25,1,"Jan-1995",1,NA,19,4,1,1292,"39%",10,"w",0,0,6230.030275137,6230.03,5225,1005.03,0,0,0,"Oct-2017",684.35,"","Oct-2017",0,15,1,"Individual",NA,NA,"",0,0,66847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3300,NA,NA,NA,2,16711,1650,39,0,0,25,240,6,6,2,6,NA,6,NA,0,2,2,4,5,1,2,7,2,4,NA,0,1,1,90,0,1,0,79899,14412,3300,18399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"257293","",NA,15000,15000,15000," 36 months"," 11.53%",494.86,"B","B5","Senior Software Engineer","10+ years","MORTGAGE",107000,"Not Verified","Jun-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","765xx","TX",23.41,1,"May-1997",0,8,NA,11,0,22759,"78.2%",35,"f",0,0,17824.7968801096,17824.8,15000,2824.8,0,0,0,"Jun-2018",494.78,"","May-2019",0,8,1,"Individual",NA,NA,"",0,0,245562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29100,NA,NA,NA,5,22324,3441,86,1,0,137,201,19,19,3,32,NA,8,8,1,6,7,6,10,13,7,19,7,11,0,0,1,0,97.1,66.7,0,0,339746,65074,24600,79026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"208266","",NA,10300,10300,10300," 36 months"," 12.69%",345.52,"C","C2","Sales Associate ","2 years","RENT",39000,"Not Verified","Jul-2015","Charged Off","n",NA,"","credit_card","Credit card refinancing","112xx","NY",8.98,0,"May-2003",0,47,NA,14,0,8420,"47.8%",15,"f",0,0,4892.84,4892.84,3010.27,1128.71,0,753.86,135.6948000051,"Jul-2016",345.52,"","Feb-2017",0,47,1,"Individual",NA,NA,"",0,0,27694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17600,NA,NA,NA,8,1978,2473,69.5,0,0,146,125,4,4,0,4,NA,13,NA,0,4,9,4,5,4,10,11,9,14,0,0,0,2,73.3,75,0,0,30616,27694,8100,13016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"125494","",NA,20000,20000,20000," 36 months"," 13.33%",677.07,"C","C3","Teacher","10+ years","MORTGAGE",70000,"Verified","Oct-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","067xx","CT",27.12,2,"Nov-1998",0,9,NA,14,0,8568,"36.6%",20,"w",0,0,24663.8974967834,24663.9,20000,4630.05,33.85,0,0,"Apr-2019",167.11,"","Mar-2019",0,NA,1,"Individual",NA,NA,"",0,0,207663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23400,NA,NA,NA,7,15974,10954,34.4,0,0,138,202,4,4,3,39,NA,19,NA,0,4,7,4,4,6,8,10,7,14,0,0,0,1,90,25,0,0,266535,52254,16700,50908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","INTEREST ONLY-3 MONTHS DEFERRAL","EXCESSIVE_OBLIGATIONS","COMPLETED",3,50.63,"Apr-2018","Jul-2018","May-2018",3,8,"In Grace Period",151.89,4628.25,85.67,"N","","","",NA,NA,NA
