"","Product_ID","User_ID","Gender","Age","Occupation","City_Category","Stay_In_Current_City_Years","Marital_Status","TC_Code","Product_Category_1","Product_Category_2","Product_Category_3","Purchase"
"528229","P00329342",1003422,"M","26-35",5,"B","2",0,10,5,NA,NA,5431
"18889","P00265242",1002974,"M","18-25",4,"A","0",0,16,5,8,NA,8600
"430804","P00289642",1000314,"F","55+",9,"C","1",0,16,8,NA,NA,7946
"64583","P00176842",1003898,"M","46-50",11,"C","0",0,2,12,14,NA,1044
"90802","P00311642",1001954,"M","26-35",16,"C","1",0,16,8,17,NA,8129
"200603","P0094142",1001010,"M","26-35",0,"A","1",0,2,4,5,NA,770
"381745","P00087642",1004714,"M","51-55",1,"A","1",1,14,5,14,NA,6855
"191696","P00319342",1005623,"M","26-35",11,"B","2",1,16,5,8,NA,8610
"491372","P00155342",1003689,"M","26-35",0,"C","1",1,10,5,13,NA,5152
"95904","P00346242",1002860,"M","36-45",17,"A","2",0,22,1,15,NA,11386
"149637","P00120042",1005090,"F","36-45",19,"B","3",1,38,1,2,NA,19511
"125726","P00130242",1001389,"M","26-35",17,"B","4+",1,16,8,NA,NA,8125
"204362","P00121142",1001534,"M","51-55",12,"C","3",1,18,8,NA,NA,9755
"43520","P00042142",1000714,"M","18-25",4,"B","2",0,30,1,2,6,15715
"285058","P00273642",1001883,"F","51-55",0,"B","1",1,12,8,14,NA,6117
"530248","P00195442",1003683,"M","26-35",2,"B","3",1,10,5,NA,NA,5363
"315893","P00347642",1000710,"M","26-35",20,"A","4+",0,22,1,6,NA,11649
"359046","P00255842",1001298,"M","36-45",6,"B","4+",0,40,16,NA,NA,20607
"112101","P00345742",1005301,"M","26-35",17,"C","1",1,30,1,2,15,15736
"299486","P00349942",1004085,"F","26-35",6,"A","1",0,30,1,5,NA,15463
"146759","P00288042",1004607,"M","26-35",0,"B","4+",0,18,8,NA,NA,9864
"344476","P00084142",1005023,"M","36-45",20,"A","3",1,16,5,12,NA,8831
"473079","P00297942",1000911,"M","51-55",0,"B","3",1,16,8,NA,NA,7911
"446719","P00259942",1002832,"M","26-35",17,"B","4+",0,16,16,NA,NA,8667
"197343","P00070942",1000464,"F","18-25",4,"A","3",0,26,3,5,16,13201
"75171","P00120342",1005582,"M","46-50",1,"C","2",1,16,5,17,NA,8828
"184488","P00225942",1004448,"M","26-35",14,"A","0",0,12,11,NA,NA,6111
"231432","P0099042",1005686,"M","55+",16,"A","1",1,4,5,12,14,1953
"450767","P00327642",1003469,"M","46-50",17,"B","3",1,6,18,NA,NA,3145
"213866","P00035742",1003032,"M","26-35",0,"A","1",1,12,11,NA,NA,5963
"124621","P00148642",1001242,"F","36-45",0,"A","0",1,24,6,10,13,12675
"417503","P00279542",1004235,"M","51-55",2,"C","1",0,16,8,NA,NA,8138
"43935","P00004842",1000780,"M","26-35",17,"B","3",0,12,3,4,12,5770
"272628","P00029242",1006013,"F","26-35",20,"C","3",0,20,8,NA,NA,10075
"5779","P00018142",1000934,"F","36-45",7,"A","0",0,10,5,NA,NA,5356
"499321","P00022942",1004887,"M","18-25",2,"B","1",1,10,5,8,NA,5185
"502590","P00156842",1005433,"F","36-45",17,"B","3",1,6,4,5,NA,2852
"398460","P00113242",1001319,"F","26-35",3,"C","2",1,8,1,6,8,3955
"290762","P00367242",1002852,"M","26-35",12,"C","1",0,12,11,NA,NA,5928
"506239","P00140742",1005990,"F","26-35",20,"B","1",1,16,1,15,NA,8082
"502751","P00101942",1005453,"M","18-25",4,"C","1",0,18,8,17,NA,9823
"251117","P00080342",1002765,"M","51-55",7,"C","1",1,38,1,6,8,19299
"397561","P00254342",1001194,"F","26-35",1,"B","1",1,6,5,11,NA,3627
"170574","P00105142",1002295,"M","46-50",11,"C","1",1,38,1,2,15,19701
"405034","P00243942",1002258,"F","18-25",4,"B","4+",0,22,1,2,15,11911
"136533","P00047742",1003091,"F","26-35",0,"C","1",1,32,16,NA,NA,16177
"515509","P00286042",1001392,"M","46-50",3,"C","1",1,2,18,NA,NA,1512
"129074","P00213042",1001851,"M","26-35",19,"B","4+",1,16,1,2,15,8231
"85694","P00216742",1001241,"M","0-17",10,"B","1",0,14,5,NA,NA,6924
"111588","P00241642",1005191,"F","26-35",4,"A","4+",0,36,1,2,11,19164
"301183","P00102042",1004354,"M","36-45",14,"B","2",0,6,5,NA,NA,3464
"232438","P00313242",1005837,"M","26-35",7,"B","0",1,14,8,NA,NA,7781
"409729","P00078742",1003087,"F","0-17",1,"B","0",0,16,5,8,14,8686
"441024","P00020242",1001851,"M","26-35",19,"B","4+",1,4,8,14,NA,2290
"278468","P00118142",1000960,"M","0-17",10,"C","4+",0,16,8,17,NA,7891
"238970","P00346542",1000889,"M","46-50",20,"A","1",0,18,10,13,16,9225
"326672","P00223942",1002233,"F","36-45",3,"B","2",1,10,5,8,NA,5397
"355867","P00080842",1000855,"F","18-25",2,"A","2",1,14,5,NA,NA,6859
"129206","P00117442",1001875,"M","36-45",12,"A","2",0,18,5,14,NA,8907
"260359","P00244042",1004077,"F","36-45",2,"A","3",0,30,1,2,15,15180
"332994","P00248542",1003332,"M","26-35",7,"B","2",1,8,8,16,NA,4015
"133490","P00086442",1002586,"M","26-35",20,"C","1",1,16,8,13,15,8115
"89775","P00113242",1001819,"F","36-45",12,"C","1",1,38,1,6,8,19410
"7580","P00290242",1001181,"M","36-45",7,"A","3",1,16,8,14,17,7885
"253863","P00093242",1003200,"F","26-35",1,"B","4+",0,18,8,NA,NA,9709
"369343","P00222842",1002907,"F","36-45",5,"A","4+",0,12,8,NA,NA,6176
"410903","P00196542",1003299,"F","26-35",4,"B","2",0,10,5,8,14,5225
"238042","P0096942",1000746,"F","18-25",19,"B","3",0,10,3,4,NA,5707
"14028","P00042242",1002088,"M","51-55",7,"A","1",1,14,5,15,NA,6929
"162570","P00016442",1001141,"F","26-35",3,"B","1",1,6,2,4,8,3262
"402182","P00246142",1001856,"M","55+",7,"C","3",1,38,1,15,17,19256
"121146","P00014542",1000728,"M","26-35",6,"C","4+",0,12,8,NA,NA,6090
"489772","P00044742",1003491,"M","26-35",16,"B","1",0,10,5,NA,NA,5402
"150573","P00110542",1005261,"M","36-45",12,"A","3",0,18,8,NA,NA,9797
"415222","P00339442",1003885,"M","26-35",12,"B","4+",1,38,16,NA,NA,20210
"380471","P00010742",1004502,"M","51-55",0,"C","1",1,36,1,8,17,18955
"510208","P00116342",1000624,"M","26-35",1,"B","3",0,24,2,NA,NA,12938
"22257","P00196042",1003500,"M","36-45",7,"C","1",1,6,4,9,15,2856
"136806","P00200842",1003147,"M","26-35",14,"C","0",0,8,8,NA,NA,4165
"239114","P00101842",1000904,"M","36-45",20,"B","4+",0,30,6,16,NA,16108
"121351","P00062842",1000754,"M","36-45",7,"C","3",0,30,1,2,13,15641
"286892","P00167542",1002116,"M","18-25",4,"B","4+",1,6,5,14,NA,3492
"496549","P00319042",1004440,"M","36-45",1,"C","1",1,14,5,NA,NA,7186
"66788","P00110942",1004227,"M","26-35",19,"A","0",0,38,1,2,NA,19288
"415477","P00115842",1003931,"M","26-35",5,"C","1",0,40,16,NA,NA,20528
"200530","P00278242",1000996,"M","26-35",17,"A","4+",1,30,1,NA,NA,15798
"485355","P00315642",1002817,"M","36-45",12,"C","3",1,12,8,13,NA,5985
"366021","P00162942",1002291,"M","46-50",1,"C","2",1,32,7,NA,NA,16854
"261877","P00237542",1004320,"M","26-35",5,"C","1",0,36,1,15,16,19117
"169386","P00034442",1002105,"M","26-35",1,"A","0",1,22,1,14,16,11465
"13232","P00062842",1001980,"M","36-45",7,"A","1",0,22,1,2,13,11571
"233496","P00205642",1006003,"F","46-50",17,"C","1",0,14,5,8,NA,7193
"161029","P00148742",1000922,"M","55+",16,"B","2",1,12,8,17,NA,5829
"153242","P00110642",1005682,"M","18-25",0,"B","2",0,18,5,NA,NA,8881
"52757","P00113442",1002029,"F","26-35",12,"A","0",0,26,3,5,NA,13519
"19781","P00084842",1003118,"M","26-35",0,"B","1",0,16,8,16,NA,8038
"428689","P00023142",1006007,"M","36-45",17,"C","2",0,14,5,14,NA,6990
"345890","P00344542",1005263,"M","36-45",7,"B","1",0,24,16,NA,NA,12682
"458354","P00044642",1004508,"M","26-35",20,"A","2",0,16,1,NA,NA,7813
"277280","P00303242",1000765,"M","26-35",17,"B","1",0,16,5,8,NA,8606
"137415","P00139542",1003267,"M","26-35",4,"A","2",0,14,5,NA,NA,6905
"534559","P00084342",1004305,"F","46-50",17,"B","1",1,2,13,16,NA,928
"298929","P00174242",1004022,"M","36-45",14,"B","1",1,16,15,16,NA,8589
"498863","P00349442",1004804,"F","36-45",1,"B","0",0,32,6,8,NA,16703
"194598","P00206342",1000010,"F","36-45",1,"B","4+",1,18,5,8,NA,8901
"422211","P00296042",1004964,"M","36-45",0,"A","1",1,16,8,13,16,7810
"195945","P00327242",1000238,"F","51-55",7,"B","0",0,18,5,8,NA,8880
"109181","P00033542",1004800,"M","18-25",4,"A","1",0,14,5,NA,NA,7046
"324698","P00326242",1001961,"F","51-55",3,"C","2",1,14,2,18,NA,6790
"434490","P0095142",1000921,"M","26-35",17,"B","1",0,24,2,4,NA,12968
"390656","P00214142",1000102,"M","36-45",19,"C","3",0,8,8,NA,NA,4256
"192452","P00000642",1005738,"M","26-35",12,"A","1",1,16,1,6,16,7922
"353980","P00110842",1000541,"F","18-25",4,"C","3",0,24,1,2,5,12089
"14698","P00001642",1002179,"F","26-35",0,"C","1",1,12,8,16,NA,5941
"463574","P00044842",1005401,"F","18-25",1,"C","2",1,16,8,14,NA,7806
"167403","P00159442",1001837,"M","26-35",2,"B","1",0,6,5,8,NA,3576
"313745","P00150542",1000340,"F","26-35",3,"C","1",1,10,5,NA,NA,5305
"188031","P00195442",1005026,"M","26-35",17,"B","1",1,8,5,NA,NA,3648
"34404","P00128342",1005312,"M","26-35",1,"A","1",0,4,5,12,14,1950
"122145","P00364842",1000883,"F","36-45",14,"C","0",0,10,5,16,NA,5388
"124792","P00043542",1001264,"M","26-35",1,"A","3",0,12,8,NA,NA,6034
"277610","P00347642",1000819,"M","36-45",7,"A","1",0,22,1,6,NA,11894
"31366","P00048442",1004799,"F","18-25",4,"C","1",0,10,5,14,NA,5180
"379069","P00160642",1004312,"M","26-35",18,"A","0",1,14,1,11,15,7729
"67096","P00252242",1004277,"M","36-45",16,"A","0",0,32,6,10,NA,16405
"260866","P00184942",1004150,"M","26-35",0,"B","3",0,30,1,8,17,15274
"107694","P00302942",1004543,"M","26-35",2,"A","0",0,12,8,NA,NA,6017
"485769","P00010742",1002885,"F","18-25",1,"A","2",0,38,1,8,17,19558
"392308","P00273742",1000366,"M","51-55",15,"B","1",1,22,1,17,NA,11921
"123144","P00319342",1001051,"F","26-35",0,"A","0",1,10,5,8,NA,5274
"292931","P00053342",1003196,"F","18-25",4,"C","4+",0,8,1,2,4,4355
"280240","P00116142",1001197,"M","36-45",1,"C","1",0,36,10,13,16,18718
"186872","P00347642",1004826,"M","46-50",12,"C","1",1,30,1,6,NA,15897
"390746","P00085642",1000123,"M","36-45",9,"B","4+",1,10,5,14,NA,5435
"179759","P0097342",1003778,"M","26-35",0,"B","4+",1,16,1,15,16,8308
"480991","P00135842",1002023,"M","18-25",4,"B","2",1,10,5,14,NA,5331
"253926","P00160042",1003209,"M","26-35",0,"C","3",0,16,1,13,16,7857
"347357","P00218142",1005504,"M","46-50",7,"B","1",1,30,1,2,NA,15873
"94152","P00087042",1002514,"M","55+",14,"A","1",1,44,10,14,16,23251
"494441","P00223042",1004089,"M","26-35",7,"A","1",0,14,1,2,8,7598
"36252","P00319342",1005585,"M","26-35",4,"A","4+",0,16,5,8,NA,8658
"209155","P00006942",1002181,"M","26-35",0,"B","4+",1,22,1,5,6,11530
"523401","P00003942",1002641,"M","26-35",6,"C","1",1,10,5,14,NA,5169
"349369","P00327142",1005802,"F","26-35",0,"A","4+",0,12,8,15,NA,6144
"522071","P00321842",1002368,"F","55+",13,"C","1",0,18,8,NA,NA,9735
"71683","P00089442",1005018,"F","55+",12,"C","1",1,16,8,NA,NA,7894
"167441","P00263142",1001841,"M","18-25",0,"C","2",0,8,5,NA,NA,3762
"449377","P00212942",1003261,"M","46-50",20,"B","1",1,14,5,NA,NA,7103
"444303","P00180842",1002352,"M","51-55",13,"B","1",1,6,11,NA,NA,2952
"19415","P00123742",1003054,"M","18-25",4,"B","1",1,12,11,NA,NA,6096
"70074","P00115642",1004731,"M","26-35",17,"B","1",1,16,8,14,NA,7886
"325669","P00182242",1002092,"M","55+",1,"B","4+",1,22,1,5,6,11711
"386003","P00217942",1005418,"F","26-35",0,"C","1",1,4,5,NA,NA,2054
"26284","P00273742",1004028,"M","26-35",4,"A","2",0,16,1,17,NA,8324
"134849","P00119742",1002841,"M","51-55",12,"B","1",1,16,5,8,12,8812
"207696","P00233542",1001985,"M","46-50",12,"A","2",1,22,1,15,NA,11673
"212082","P00116742",1002772,"M","36-45",17,"A","3",1,12,11,NA,NA,6142
"319767","P00354642",1001268,"M","51-55",2,"B","1",1,18,8,13,NA,9805
"247641","P00112142",1002100,"F","26-35",0,"C","4+",0,38,1,2,14,19620
"222349","P00339042",1004269,"M","36-45",18,"B","1",1,16,5,NA,NA,8704
"244843","P00258842",1001709,"M","26-35",0,"C","1",1,8,5,NA,NA,3658
"235576","P00081142",1000329,"M","36-45",7,"A","1",0,32,6,8,14,16344
"290063","P00180742",1002743,"M","26-35",14,"B","2",0,8,11,NA,NA,4647
"191896","P00248142",1005647,"M","18-25",1,"C","2",0,18,5,NA,NA,8906
"493559","P00354742",1003994,"M","51-55",7,"B","2",1,20,8,NA,NA,10082
"401338","P00331942",1001736,"M","55+",8,"C","2",1,10,5,NA,NA,5250
"93424","P00030442",1002378,"M","26-35",3,"C","1",1,4,5,NA,NA,1727
"388824","P00027442",1005831,"M","26-35",1,"A","2",1,16,8,16,NA,7950
"366587","P00168442",1002419,"M","26-35",0,"B","3",1,8,5,NA,NA,3686
"319625","P00284642",1001253,"F","36-45",20,"C","1",1,10,5,8,NA,5296
"133376","P00115942",1002561,"M","26-35",15,"A","2",1,16,8,17,NA,7936
"178441","P00302642",1003600,"M","36-45",20,"B","4+",1,24,16,NA,NA,12208
"69619","P00313042",1004653,"M","36-45",12,"B","3",1,8,5,14,NA,3708
"112403","P00031742",1005340,"F","51-55",3,"C","1",1,16,8,NA,NA,8103
"294055","P00235542",1003378,"M","18-25",4,"A","1",0,12,11,16,NA,6116
"311703","P00085042",1006040,"M","26-35",6,"B","2",0,14,5,6,NA,6921
"252240","P00058142",1002922,"M","26-35",17,"B","2",1,26,3,4,12,13271
"237580","P00274942",1000676,"M","18-25",16,"B","1",1,12,8,NA,NA,5949
"191936","P00251442",1005654,"M","26-35",4,"A","3",1,10,5,NA,NA,5428
"117334","P00053842",1000094,"M","26-35",17,"C","1",0,6,4,5,12,3497
"420286","P00220442",1004643,"M","26-35",0,"A","0",0,14,5,14,NA,7041
"448399","P00117942",1003081,"M","26-35",7,"B","1",1,16,5,15,NA,8655
"407459","P00277442",1002761,"M","36-45",6,"B","0",0,30,1,6,15,15864
"335192","P00190242",1003630,"M","18-25",4,"B","2",0,4,4,5,NA,2121
"12870","P00183442",1001934,"M","26-35",17,"B","4+",0,22,1,2,NA,11585
"203356","P00169742",1001380,"M","0-17",10,"C","0",0,8,1,8,15,3844
"496700","P00304442",1004457,"M","36-45",14,"C","1",0,22,1,16,NA,11579
"353565","P00327842",1000462,"M","18-25",16,"C","1",1,16,8,16,NA,8105
"30490","P00086842",1004653,"M","36-45",12,"B","3",1,36,14,16,NA,18422
"476685","P00361842",1001417,"M","36-45",16,"C","2",0,10,15,16,NA,4927
"271944","P00313442",1005900,"M","26-35",7,"C","1",0,10,5,6,8,5372
"24809","P00148542",1003824,"M","26-35",17,"A","3",1,22,1,16,17,11538
"68069","P00273742",1004411,"M","18-25",4,"A","3",0,22,1,17,NA,11516
"304178","P00204742",1004832,"M","26-35",14,"C","1",0,12,8,NA,NA,5911
"254877","P00118042",1003353,"M","36-45",17,"A","3",0,16,8,NA,NA,8095
"271705","P00148642",1005863,"F","26-35",14,"C","4+",0,32,6,10,13,16534
"13773","P00042142",1002051,"M","36-45",7,"C","2",0,22,1,2,6,11737
"366948","P00010742",1002484,"M","46-50",5,"B","0",0,24,1,8,17,12110
"455408","P00193842",1004082,"M","26-35",20,"B","4+",0,12,11,16,NA,5970
"393459","P00042742",1000556,"F","26-35",9,"B","4+",0,10,5,14,NA,5330
"271858","P00084342",1005886,"M","26-35",20,"A","2",0,2,13,16,NA,750
"118873","P00085242",1000331,"M","26-35",7,"B","1",0,20,8,14,17,9904
"536930","P00178942",1004640,"M","26-35",4,"B","0",1,14,5,8,NA,7111
"353321","P00249642",1000424,"M","26-35",17,"A","3",0,16,3,5,NA,8024
"225255","P00219842",1004682,"M","26-35",7,"B","3",1,16,5,NA,NA,8618
"140617","P00057742",1003712,"M","26-35",17,"C","4+",1,18,2,8,18,9874
"109938","P00085242",1004935,"M","36-45",17,"C","3",0,16,8,14,17,7808
"410189","P00231242",1003182,"M","26-35",12,"A","2",1,24,16,NA,NA,12359
"263700","P00017442",1004568,"F","26-35",4,"B","2",1,12,8,14,NA,6101
"524515","P00173842",1002847,"M","18-25",4,"A","3",0,16,1,2,15,8319
"454369","P00037342",1003940,"M","36-45",20,"B","3",1,12,8,11,NA,5899
"93128","P0096442",1002303,"M","51-55",17,"B","4+",1,6,4,5,12,2764
"480652","P00321342",1001983,"M","26-35",14,"A","3",0,38,1,NA,NA,19442
"90827","P00134542",1001958,"F","26-35",1,"B","3",0,6,5,14,NA,3467
"214823","P00247042",1003205,"F","36-45",16,"B","1",0,10,5,14,NA,5178
"137861","P00256842",1003323,"M","36-45",14,"C","2",1,4,5,NA,NA,1744
"165779","P00173942",1001611,"M","26-35",0,"B","1",0,22,1,5,6,11863
"530290","P00115842",1003688,"M","18-25",6,"B","1",0,32,16,NA,NA,16312
"364085","P00074142",1002003,"M","0-17",10,"C","1",0,26,3,4,12,13313
"504296","P00003442",1005677,"M","26-35",1,"A","3",0,4,4,5,8,2144
"401408","P00342042",1001741,"M","36-45",7,"A","4+",1,6,11,15,16,2979
"196305","P00303342",1000302,"M","18-25",4,"B","4+",0,22,1,16,NA,11937
"13996","P00276442",1002079,"M","0-17",10,"C","3",0,6,11,16,NA,3051
"6547","P00120042",1001058,"M","26-35",1,"B","2",0,30,1,2,NA,15215
"268797","P00201542",1005428,"F","26-35",6,"B","4+",0,6,5,NA,NA,3587
"469514","P00174242",1000321,"M","18-25",4,"B","3",0,40,15,16,NA,20846
"451828","P00336942",1003600,"M","36-45",20,"B","4+",1,4,5,NA,NA,1944
"48382","P00233842",1001422,"M","36-45",17,"B","3",0,14,1,15,NA,7753
"358564","P00053842",1001232,"F","18-25",4,"C","2",0,4,4,5,12,2083
"359232","P00349942",1001321,"F","26-35",14,"C","3",1,16,1,5,NA,8042
"409151","P00114942",1003000,"M","26-35",4,"A","1",0,30,1,15,16,15555
"440109","P00289942",1001721,"M","18-25",19,"C","3",0,22,3,4,5,11042
"457281","P00044242",1004363,"M","36-45",14,"C","2",1,24,2,4,8,12711
"218374","P00055642",1003685,"M","26-35",5,"C","1",1,2,4,5,NA,692
"108065","P00000642",1004615,"M","26-35",17,"C","1",1,30,1,6,16,15369
"318996","P00251242",1001170,"M","55+",3,"A","2",1,14,5,11,NA,7147
"493049","P00220942",1003914,"M","36-45",4,"C","3",0,6,18,NA,NA,3079
"212738","P00003442",1002874,"F","36-45",20,"B","1",0,6,4,5,8,2818
"97650","P00226542",1003142,"M","26-35",20,"B","0",0,16,1,5,NA,8256
"373102","P00003242",1003490,"M","26-35",0,"C","4+",1,12,8,15,NA,5864
"254842","P00208342",1003345,"M","26-35",7,"C","4+",0,30,1,16,NA,15198
"178738","P00146342",1003630,"M","18-25",4,"B","2",0,6,5,14,NA,3546
"439613","P00170342",1001658,"F","36-45",6,"B","2",0,8,1,15,NA,3825
"489093","P00212942",1003410,"M","36-45",1,"B","3",1,14,5,NA,NA,7039
"112542","P00267442",1005366,"M","18-25",12,"C","3",0,30,1,2,5,15866
"212749","P00058042",1002877,"M","36-45",1,"C","1",0,16,8,16,NA,7939
"432306","P00147842",1000552,"M","51-55",18,"C","3",1,16,8,NA,NA,8024
"56691","P00248142",1002763,"F","18-25",4,"A","2",0,16,5,NA,NA,8672
"185202","P00126442",1004539,"M","36-45",19,"C","0",0,8,7,NA,NA,4288
"370477","P00050742",1003082,"F","36-45",6,"B","1",0,10,5,NA,NA,5290
"515988","P00184142",1001465,"M","51-55",16,"B","4+",1,16,8,14,NA,7955
"222945","P00205942",1004345,"F","26-35",14,"B","1",0,16,5,8,14,8792
"117258","P0096142",1000075,"F","0-17",10,"C","4+",0,16,3,4,NA,8146
"38961","P00265742",1006003,"F","46-50",17,"C","1",0,16,5,12,NA,8691
"327256","P00368142",1002375,"F","51-55",7,"C","1",0,24,2,15,NA,12903
"46799","P00170442",1001196,"F","18-25",14,"C","3",0,14,5,NA,NA,6889
"88335","P00171642",1001626,"M","18-25",4,"B","0",1,10,5,8,14,5191
"33380","P00331942",1005113,"M","26-35",0,"A","3",1,6,5,NA,NA,3559
"503466","P00139542",1005555,"M","0-17",10,"B","2",0,4,5,NA,NA,1914
"181055","P00156242",1003958,"M","46-50",7,"C","1",0,4,4,5,9,2163
"261056","P00102342",1004190,"M","46-50",17,"C","0",0,12,8,14,17,5976
"195737","P00241542",1000202,"M","18-25",4,"A","3",0,30,1,6,NA,15230
"113968","P00151342",1005592,"M","26-35",1,"A","4+",1,40,7,NA,NA,20874
"225074","P00260442",1004658,"M","26-35",4,"B","3",1,8,1,15,NA,4478
"312203","P00237542",1000093,"M","26-35",17,"B","1",1,36,1,15,16,19163
"119923","P00319342",1000524,"M","18-25",0,"A","0",0,18,5,8,NA,8846
"276192","P00196042",1000585,"M","18-25",1,"A","1",0,6,4,9,15,2774
"99338","P00265242",1003408,"M","26-35",17,"C","1",0,14,5,8,NA,6981
"236211","P00327542",1000434,"F","46-50",3,"C","1",0,16,5,NA,NA,8615
"413924","P00331842",1003705,"M","46-50",7,"B","1",1,40,16,NA,NA,20301
"457323","P00146742",1004375,"F","26-35",5,"B","1",0,30,1,13,14,15322
"515267","P00102942",1001356,"F","18-25",4,"B","2",0,8,1,14,NA,3840
"58537","P00316642",1003032,"M","26-35",0,"A","1",1,6,4,5,NA,3463
"517648","P00316942",1001709,"M","26-35",0,"C","1",1,6,4,5,NA,2770
"393997","P00180442",1000667,"M","26-35",18,"C","2",1,8,11,NA,NA,4573
"373809","P00284142",1003576,"M","51-55",7,"B","3",1,6,3,4,NA,3133
"206882","P00176342",1001884,"M","46-50",20,"B","1",1,20,8,NA,NA,9946
"230843","P00075942",1005604,"M","36-45",15,"C","3",0,14,5,14,NA,6905
"104968","P00339942",1004161,"M","46-50",0,"B","3",1,16,1,NA,NA,8052
"527874","P00331642",1003380,"M","51-55",0,"B","2",1,4,12,NA,NA,1769
"35","P00032442",1000010,"F","36-45",1,"B","4+",1,10,5,NA,NA,5152
"239986","P00325042",1001050,"M","26-35",1,"B","1",0,12,8,NA,NA,6038
"86509","P00160942",1001340,"M","26-35",7,"A","2",0,8,1,16,NA,4452
"534274","P00241442",1004265,"M","26-35",12,"C","1",0,18,2,15,NA,9672
"519131","P00205042",1001916,"M","46-50",7,"B","0",0,14,5,8,NA,7086
"463113","P00134642",1005329,"F","26-35",5,"B","1",0,14,5,NA,NA,7187
"354889","P00262342",1000700,"M","51-55",17,"C","1",1,42,15,16,NA,21366
"262425","P00150042",1004388,"M","46-50",3,"B","2",1,12,8,NA,NA,6170
"237525","P00262342",1000667,"M","26-35",18,"C","2",1,10,15,16,NA,4767
"535553","P00150842",1004446,"M","18-25",18,"B","1",1,8,11,13,16,4466
"226461","P00084242",1004894,"M","36-45",7,"C","1",0,16,8,14,NA,7963
"476269","P00190042",1001347,"F","18-25",1,"C","0",0,26,3,4,5,13605
"36724","P00010842",1005652,"M","18-25",0,"B","1",0,12,8,16,NA,6031
"207996","P00127242",1002023,"M","18-25",4,"B","2",1,30,1,16,NA,15241
"505978","P00297642",1005950,"M","26-35",4,"B","2",1,4,8,NA,NA,2020
"237093","P00328142",1000575,"M","26-35",12,"B","0",1,14,8,16,NA,7775
"174638","P0096542",1003029,"M","18-25",4,"A","4+",0,26,3,4,12,13324
"496753","P00277442",1004466,"M","36-45",11,"B","3",0,22,1,6,15,11669
"292397","P00221242",1003097,"F","26-35",5,"B","4+",0,8,1,17,NA,4050
"11","P00251242",1000005,"M","26-35",20,"A","1",1,10,5,11,NA,5254
"32359","P00345942",1004960,"M","55+",1,"A","4+",0,18,8,15,NA,9782
"433493","P00001142",1000757,"M","26-35",12,"A","1",0,10,5,8,14,5249
"139338","P00070042",1003536,"M","18-25",4,"C","0",0,36,1,2,16,18995
"389882","P00354642",1006001,"F","26-35",7,"A","0",1,16,8,13,NA,8019
"365327","P00313342",1002170,"F","51-55",16,"C","2",1,16,5,NA,NA,8706
"511520","P00003242",1000829,"M","0-17",19,"A","2",0,20,8,15,NA,10029
"492665","P00031042",1003847,"M","26-35",7,"B","1",0,12,8,NA,NA,5934
"320853","P00191542",1001422,"M","36-45",17,"B","3",0,4,4,5,NA,2076
"328618","P00192042",1002631,"F","51-55",1,"B","2",1,14,5,9,14,7005
"453312","P00100442",1003799,"M","18-25",0,"C","4+",1,18,2,4,5,9594
"272331","P00080342",1005968,"M","55+",7,"A","1",1,38,1,6,8,19688
"318364","P00072842",1001096,"M","0-17",10,"C","1",0,4,5,8,NA,2009
"146108","P00350342",1004507,"M","18-25",4,"B","1",1,30,1,6,NA,15253
"341416","P00253042",1004508,"M","26-35",20,"A","2",0,16,8,NA,NA,8008
"366821","P00069242",1002457,"M","26-35",0,"B","0",1,12,8,11,NA,6053
"288385","P0097242",1002404,"M","18-25",7,"C","1",0,30,1,16,NA,15590
"338465","P00189642",1004064,"M","46-50",0,"A","1",1,12,8,13,NA,6176
"24198","P00182142",1003752,"F","18-25",1,"B","4+",0,16,1,5,6,8071
"409794","P00064042",1003101,"M","18-25",15,"C","0",0,20,3,4,12,10907
"179900","P00213042",1003799,"M","18-25",0,"C","4+",1,38,1,2,15,19544
"381036","P00085042",1004584,"F","46-50",0,"C","1",0,16,5,6,NA,8651
"502647","P00073842",1005441,"M","51-55",7,"C","0",1,36,1,15,17,19025
"117020","P00270842",1000033,"M","46-50",3,"A","1",1,10,5,NA,NA,5406
"318688","P00186642",1001132,"M","18-25",12,"A","1",1,24,2,4,15,12814
"334517","P00113342",1003539,"F","26-35",4,"A","1",1,36,1,8,17,19240
"86487","P0095042",1001337,"M","55+",17,"C","1",1,2,4,5,8,1413
"228716","P00344242",1005264,"M","18-25",4,"B","4+",0,4,8,10,NA,2140
"104909","P00233642",1004150,"M","26-35",0,"B","3",0,30,1,15,NA,15218
"128483","P00205442",1001757,"M","26-35",4,"B","4+",0,14,5,8,14,7187
"477534","P00199442",1001552,"M","46-50",20,"B","1",1,6,5,9,NA,3476
"406354","P00245642",1002537,"M","36-45",11,"B","0",0,10,5,11,12,5338
"242682","P00114042",1001397,"M","36-45",7,"C","3",1,14,5,14,NA,6855
"207002","P00237542",1001901,"M","51-55",7,"C","3",1,38,1,15,16,19432
"224165","P00219542",1004508,"M","26-35",20,"A","2",0,14,5,6,NA,6915
"211097","P00282642",1002566,"M","36-45",17,"B","3",0,14,5,NA,NA,6970
"150125","P00052842",1005169,"F","51-55",4,"C","0",0,44,10,15,NA,23220
"485831","P00155442",1002890,"M","36-45",7,"B","2",1,8,1,11,15,4328
"405151","P00214142",1002280,"M","55+",6,"B","2",1,16,8,NA,NA,7822
